60
70
40
30
60
60
20
70
40
20
25
35
20
60
60
25
35
40
15
60
70
30
20
15
120
10
35
20
45
60
25
60
70
60
30
40
45
25
15
35
30
40
25
50
10
50
30
15
25
100
60
45
50
45
45
10
40
20
90
30
10
30
35
35
20
20
45
50
100
20
60
35
35
70
40
20
70
25
60
40
120
70
60
45
35
25
30
90
30
90
30
60
40
10
44
60
60
